100	0.0002201	0.0002049	4.5e-05
200	0.0003963	0.000267	4.57e-05
300	0.000566	0.0005416	5.74e-05
400	0.0007447	0.0003747	5.01e-05
500	0.0009167	0.0004452	4.37e-05
600	0.0010997	0.0004267	4.38e-05
700	0.0012622	0.0006515	4.6e-05
800	0.0014468	0.0004189	5.01e-05
900	0.0016331	0.0002233	5.03e-05
1000	0.0018032	0.0011998	4.81e-05
