100	0.01925	0.00538	0.01188
200	0.0761	0.01999	0.04195
300	0.17458	0.04294	0.09053
400	0.31681	0.07673	0.1573
500	0.50431	0.11837	0.24398
600	0.53731	0.16726	0.35067
700	0.7718	0.22024	0.46919
800	0.93257	0.28232	0.61518
900	1.16899	0.36712	0.77691
1000	1.41647	0.44641	0.9555
