100	0.0194	0.00733	0.01458
200	0.06346	0.01988	0.04085
300	0.18481	0.04454	0.09078
400	0.33626	0.07546	0.1569
500	0.42141	0.11609	0.24299
600	0.76738	0.17036	0.34921
700	0.99525	0.22035	0.47088
800	1.02565	0.29139	0.61475
900	1.56959	0.37971	0.77322
1000	2.07564	1.70893	2.16898
