100	0.01935	0.01164
200	0.07658	0.04211
300	0.17531	0.09021
400	0.30844	0.15742
500	0.3718	0.24202
600	0.53512	0.34763
700	0.93516	0.47238
800	1.13552	0.61571
900	1.27198	0.77557
1000	1.35355	0.95397
