100	0.01939	0.00582
200	0.07781	0.01856
300	0.14014	0.04033
400	0.30972	0.07032
500	0.49467	0.11482
600	0.62451	0.16792
700	0.75393	0.23345
800	1.06806	0.30001
900	1.2914	0.37888
1000	1.44925	0.461
