100	0.01461	0.00032	0.00966
200	0.07976	0.00056	0.03741
300	0.17946	0.0008	0.08425
400	0.25319	0.0011	0.15034
500	0.50621	0.00134	0.23616
600	0.5153	0.00161	0.34053
700	0.80379	0.00187	0.46382
800	1.04454	0.00222	0.6059
900	1.07289	0.00241	0.78457
1000	1.63547	0.00267	0.94962
