100	0.00517	0.0051
200	0.01915	0.01909
300	0.04254	0.04249
400	0.07562	0.07569
500	0.12033	0.12032
600	0.17163	0.17078
700	0.23689	0.23821
800	0.30243	0.30361
900	0.38279	0.39301
1000	0.47571	0.47633
