100	0.00762	0.02742
200	0.02168	0.06247
300	0.04581	0.15574
400	0.07583	0.31915
500	0.11877	0.50452
600	0.17302	0.73558
700	0.23203	0.75944
800	0.29595	1.03789
900	0.36936	1.24662
1000	0.45623	1.39974
