100	0.0002417	0.0001698	5.08e-05
200	0.0005123	0.0002573	5.28e-05
300	0.0006881	0.0005908	4.83e-05
400	0.000825	0.0001923	4.76e-05
500	0.0010509	0.0002611	6.07e-05
600	0.0013613	0.0010183	6.59e-05
700	0.0014084	0.0002331	5.71e-05
800	0.0016762	0.0013335	6.03e-05
900	0.0018623	0.0003909	5.29e-05
1000	0.0020656	0.0021665	5.05e-05
