100	0.00736	0.01635
200	0.01941	0.04089
300	0.0454	0.09122
400	0.07993	0.15788
500	0.12193	0.24129
600	0.18366	0.34687
700	0.23329	0.47201
800	0.30181	0.61764
900	0.38529	0.77676
1000	0.48153	0.95147
