100	0.0192	0.00516	0.01143
200	0.07767	0.02012	0.04222
300	0.16163	0.04364	0.09073
400	0.31477	0.07424	0.15792
500	0.37458	0.11264	0.24268
600	0.72337	0.17023	0.35403
700	0.9339	0.2272	0.46938
800	1.07565	0.2928	0.61452
900	1.16677	0.37118	0.77592
1000	1.53241	0.46276	0.95293
